study,dv,cohens_d,hedges_g,var_g,se_g,mapping_source
partial_automation_workload_real_traffic,TLX_SCORE,-1.6745113439171595,-1.5995332240402718,0.12662518152246294,0.35584432203206917,unknown
roads_chi25,TLX_SCORE,-1.5131806791659632,-1.461002035056792,0.08988102057478452,0.2998016353771015,unknown
td2d_takeover_distracted_l2,TLX_SCORE,0.4194191185325504,0.4187871459782572,0.002179742157952519,0.04668770885310736,unknown
mimbcd_uta7_nasa_tlx,effort,-1.1638565839342545,-1.1540211761826975,0.018509804861544982,0.1360507437008155,schema
partial_automation_workload_real_traffic,effort,-1.06782395759882,-1.0200109445720071,0.08445617575129662,0.29061344729949545,schema
roads_chi25,effort,-0.3510587030662275,-0.3389532305467024,0.04597585418474013,0.21441980828444962,schema
td2d_takeover_distracted_l2,effort,0.26408454792277003,0.26368742830183356,0.002069531059844435,0.045492098872710135,schema
mimbcd_uta7_nasa_tlx,frustration,-0.2706331164142816,-0.2683460759938792,0.011511164536118404,0.1072900952377171,schema
partial_automation_workload_real_traffic,frustration,-0.5044743495380513,-0.48188594582739225,0.06200594624405445,0.2490099320188945,schema
roads_chi25,frustration,-0.14819818927025918,-0.14308790688162956,0.043923351067299256,0.20957898527118424,schema
td2d_takeover_distracted_l2,frustration,0.07369215424437237,0.07358133897483196,0.002005414213445329,0.044781851384744345,schema
3d_display_comp_vehicle,mental_demand,-0.29890246944307974,-0.28259869838254814,0.06932873414425035,0.26330350195971636,schema
ehmi_for_all_chi26,mental_demand,-0.008840521844993912,-0.008669414970574675,0.02500093948444915,0.15811685389119387,schema
ehmi_japan_germany_hitl_mobo,mental_demand,0.0392554692792815,0.039236083862353464,0.0006584011415384387,0.025659328548082443,schema
ehmi_optimization_chi25,mental_demand,-1.074635760586906,-1.0735967959456683,0.0020287066153570174,0.045041165785945386,schema
fact_av,mental_demand,0.06642664692283978,0.06642183467631667,9.679408248608113e-05,0.009838398369962517,schema
longitudinal_usa_germany_ehmi,mental_demand,-0.019093808632346908,-0.01883224960998599,0.0178603094073694,0.133642468577056,schema
mimbcd_uta7_nasa_tlx,mental_demand,-0.7978486182124835,-0.791106235523364,0.014588050421577492,0.12078100190666366,schema
partial_automation_workload_real_traffic,mental_demand,-0.49887691795780104,-0.47653914551192933,0.06186359881125666,0.24872394096921321,unknown
roads_chi25,mental_demand,-0.19004853481248782,-0.18349513706033307,0.04421022750706066,0.210262282654452,schema
td2d_takeover_distracted_l2,mental_demand,0.35721171618868647,0.35667455571321477,0.0021272167386932194,0.046121759926234594,unknown
ehmi_for_all_chi26,perceived_safety,0.09296892413897946,0.09116952560725727,0.025103898529993156,0.15844209835139508,unknown
ehmi_optimization_chi25,perceived_safety,0.43596894572281203,0.4268227440642915,0.02948888722771043,0.17172328679509494,schema
fact_av,perceived_safety,-0.0019170956110974634,-0.0019169567280269437,9.658120893968983e-05,0.0098275739091441,unknown
mimbcd_uta7_nasa_tlx,performance,0.9830223636670032,0.9747151324247468,0.016389275496543287,0.1280206057497905,schema
partial_automation_workload_real_traffic,performance,-0.5589948743392706,-0.5339652531001988,0.06347552476439887,0.25194349518175474,schema
roads_chi25,performance,-0.08579472443768016,-0.08283628566396706,0.04362743152657831,0.20887180644256015,schema
td2d_takeover_distracted_l2,performance,-0.15318001268508363,-0.15294920402709505,0.0020274483557239696,0.04502719573462209,schema
mimbcd_uta7_nasa_tlx,physical_demand,-0.6539552131309894,-0.6484288310481923,0.013446999716302917,0.11596119918448118,schema
partial_automation_workload_real_traffic,physical_demand,-0.7296706406304686,-0.6969988209007462,0.06905020434269529,0.26277405568795276,unknown
roads_chi25,physical_demand,0.16424583557022432,0.1585821860678028,0.044024963255174854,0.20982126502138637,schema
td2d_takeover_distracted_l2,physical_demand,0.13642477299004477,0.13621962295547327,0.0020185557856781315,0.04492834056225682,unknown
mimbcd_uta7_nasa_tlx,temporal_demand,-0.7892126653292498,-0.7825432625236506,0.014513188654006439,0.12047069624604333,schema
partial_automation_workload_real_traffic,temporal_demand,-0.9186618821406048,-0.8775277680149061,0.07694597176770063,0.27739136931004293,unknown
roads_chi25,temporal_demand,-0.0257392306364673,-0.02485167095934774,0.04349168707716242,0.2085466064868053,schema
td2d_takeover_distracted_l2,temporal_demand,0.17631411212560422,0.17604897812240783,0.0020309932426979442,0.04506654238676342,unknown
ehmi_for_all_chi26,trust_rating,-0.987541780566806,-0.9684280686848677,0.036723161552708786,0.19163288223243105,unknown
ehmi_japan_germany_hitl_mobo,trust_rating,-0.5023327986907868,-0.5016065344035231,0.0021650087647656856,0.046529654681350105,schema
ehmi_optimization_chi25,trust_rating,0.4174678814634306,0.4087098140201419,0.029284374487518635,0.17112677899007692,schema
fact_av,trust_rating,0.027551517763930968,0.027549521807463076,9.661768283522406e-05,0.009829429425720704,schema
ehmi_optimization_chi25,understanding_rating,-0.19991776106938253,-0.19572368216582905,0.027544699456223655,0.1659659587271548,schema
fact_av,understanding_rating,0.0007144057523246713,0.0007143539975431645,9.658105612814535e-05,0.009827566134508857,schema
ehmi_for_all_chi26,usability,0.08333007019824085,0.0817172301298878,0.025083471321251265,0.15837762253945872,unknown
roads_chi25,usability,-0.14492186121433365,-0.1399245556552187,0.04390388872337631,0.2095325481240953,unknown
